Date,Open*,High,Low,Close**,Volume,Market Cap,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,rsi,macd,macd_signal,macd_diff,bb_bbm,bb_bbh,bb_bbl,BTC_Volume,BTC_Market_Cap,Tweets_Count,Tweets_Vader_Sentiment,News_Vader_Sentiment,Litecoin_Change,Gold_Price_binary,Oil_Price_binary,Nasdaq_Close_binary,S&P500_Close_binary,BTC_Close_binary,BTC_Volume_binary,BTC_Market_Cap_binary,Tweets_Count_binary,Tweets_Vader_Sentiment_binary,News_Vader_Sentiment_binary,Litecoin_Change_lag_1,Litecoin_Change_lag_2,Litecoin_Change_lag_3,Litecoin_Change_lag_4,Litecoin_Change_lag_5
2022-12-31,66.75,68.33,66.32,67.99,324391932.0,4891934540.0,1927899884.9357116,-841710720.0,0.32113360240635896,-234737047.41304827,-1.248535983934405,-0.788365584785022,-56507424.877694085,75.58293204264547,10.745675206698095,840.6318320665706,75.13583333333334,82.9420721132381,67.32959455342858,20.77900366200262,0.042299849209805646,0.0,0.0,73.546,76.17299999999999,70.91900000000001,7.143828352323683,-0.5574800152264997,0.0,1.0,66.32,83.29,74.805,22.58576134334485,0.09840895698291105,3.7800800000000008,0.0,-2.6798210405061837,-1.6102114437987052,-1.0696095967074786,75.13583333333334,75.13583333333334,74.15827279310882,76.838093833615,0.39309512517121004,0.9902478180486542,-0.5971526928774442,-0.27619784681894705,12.187799085110097,5.754166666666663,-55.69897097347622,-21.464012046678487,-34.23495892679773,71.97999999999999,74.805,73.3925,74.805,0.0,0.0,0.0,0.0,-161.0336683184366,79.89265582391897,83.91548889754577,4.0,44.0,-40.0,61.86,78.77086445993149,0.0,0.0,10.935765458667689,0.0,0.0,0.0,16.23084554883996,50.70666673819475,9.840895698291105,11.802545770856932,-90.1591043017089,-3.5933333333333195,0.0,-3.4876204064992304,-2.0678059252775305,-1.4198144812217,-7.495573034668252,-3.193975580327459,-4.301597454340793,71.63268755319065,-2.8714285714285803,-2.9134606510990757,-15.947583137594268,10.935765458667689,-2.6798210405061837,-1.6102114437987052,-1.0696095967074786,75.13583333333334,82.9420721132381,67.32959455342858,-0.5153764839504379,0.11836679084841943,0.2977479823673534,-0.6531707841399498,-0.7166110202555657,1,0,0,0,0,0,0,0,0,1,0,1.0,1.0,0.0,0.0,1.0
2022-12-30,66.34,67.17,65.93,66.75,337784432.0,4801994389.0,2036862604.9357097,-1179495152.0,0.32121068374348277,-261039282.87975544,-0.28450097427817084,-0.7463768672427844,-62667929.30010912,75.10531538492428,10.184315197950326,840.6318320665706,74.49076923076923,83.22135018434743,65.76018827719103,23.440705590061043,0.05668647527993514,0.0,0.0,72.51133333333334,75.04733333333333,69.97533333333334,6.994768633868712,-0.635909568874871,0.0,1.0,65.93,83.29,74.61000000000001,23.30490096862802,0.04723502304147426,3.608071999999999,0.0,-3.072289106471672,-1.9026269763332988,-1.1696621301383732,73.9575,74.49076923076923,73.01853851724593,76.0908276237176,0.3939216834601116,0.9976472473650709,-0.6037255639049594,-0.32882015424079636,13.078729503953346,7.2592307692307685,-67.19004802465042,-29.546258614043282,-37.64378941060714,71.785,74.61000000000001,73.1975,74.61000000000001,0.0,0.0,0.0,0.0,-142.09605527078207,79.89265582391897,83.91548889754577,4.0,48.0,-44.0,61.86,77.2767607247397,0.0,0.0,9.868912579084792,0.0,0.0,0.0,8.026196725100101,51.82208116797693,4.723502304147426,9.607487506189175,-95.27649769585258,-4.6996923076923025,-17.480529113611077,-4.037660257376457,-2.4617767916973157,-1.5758834656791412,-9.31129221139278,-4.417438906540523,-4.893853304852257,70.1696851849989,-1.823797617296652,-1.8406338258009747,-17.480529113611077,9.868912579084792,-3.072289106471672,-1.9026269763332988,-1.1696621301383732,74.49076923076923,83.22135018434743,65.76018827719103,-0.38459899164864114,0.1216852525515618,0.5676254547495221,-1.1603408033284257,-0.3631530161899742,1,0,0,0,0,0,1,0,0,0,1,1.0,0.0,0.0,1.0,1.0
2022-12-29,68.75,69.22,66.11,66.34,457672812.0,4771857106.0,1646884163.8424633,-1637167964.0,0.2422288430255765,-250554507.17121872,0.7576700885609923,-0.6306809475655708,-65479103.12662593,74.57473235322146,16.171878588528998,840.6318320665706,73.90857142857143,83.31092024497397,64.5062226121689,25.443189158349217,0.09751698344950006,0.0,0.0,71.61233333333334,74.36633333333333,68.85833333333333,7.691412559289129,-0.45721374969740974,0.0,1.0,65.93,83.29,74.61000000000001,23.488479975259004,0.02361751152073713,3.558264799999999,11.180201570634795,-3.3774730429805686,-2.197596189662753,-1.1798768533178157,72.67333333333333,73.90857142857143,71.99107105305426,75.36854409603482,0.433804323429803,0.9581937883059896,-0.5243894648761865,-0.38324658471339756,14.027240722027798,3.7714285714285722,-77.5301201440245,-37.879176782416685,-39.65094336160781,71.785,74.61000000000001,73.1975,74.61000000000001,0.0,0.0,0.0,0.0,-111.4643647319117,79.89265582391897,83.91548889754577,4.0,48.0,-44.0,61.86,75.68821422327615,0.0,0.0,9.537597507533619,0.006131513938004644,0.0,0.0,1.3287315239471194,48.875825751612176,2.361751152073713,5.642049718170749,-97.63824884792628,-5.313357142857143,-18.850152905198772,-4.481276749457947,-2.865676783249442,-1.6155999662085048,-8.619879624450837,-5.257927050122586,-3.3619525743282512,69.05727896279065,-0.6142322097378194,-0.6161263761452318,-17.987390283100503,9.537597507533619,-3.3774730429805686,-2.197596189662753,-1.1798768533178157,73.90857142857143,83.31092024497397,64.5062226121689,-0.42522458032817323,0.1240705633021192,0.6137711707062262,-1.0695747903819786,-0.5848884559036324,1,0,0,1,1,1,0,1,0,1,1,0.0,0.0,1.0,1.0,1.0
2022-12-28,70.68,70.84,67.97,68.75,440850738.0,4944646482.0,1445659610.9574459,-1196317226.0,0.19968424484254757,-62982394.92104486,1.1327643507313383,-0.5047205691157916,-49463874.32680683,73.66889072574153,21.368637413585006,871.1703113442377,73.56466666666667,83.00573120174721,64.12360213158613,25.667388878031687,0.245014630035807,0.0,0.0,71.022,73.737,68.30699999999999,7.645518290107299,0.08158379373849199,0.0,0.0,65.93,83.29,74.61000000000001,23.598285408756013,0.16244239631336366,3.652438319999999,11.960753614029635,-3.385836833202873,-2.435244318370777,-0.9505925148320964,71.92916666666666,73.56466666666667,71.49244473719975,74.87828157040262,0.51879412325892,0.9704254913184505,-0.4516313680595304,-0.4301672627112422,15.001406987737212,2.805333333333337,-84.47898853609372,-45.97612816550542,-38.5028603705883,71.785,74.61000000000001,73.1975,74.61000000000001,0.0,0.0,0.0,0.0,-70.5950772925108,79.89265582391897,83.91548889754577,4.0,48.0,-44.0,61.86,74.32206423201748,0.0,0.0,25.39276110116039,0.1803248473327861,0.0,0.0,-1.5505940286339988,49.27322976790545,16.244239631336367,7.776497695852503,-83.75576036866363,-5.2123333333333335,-11.49588053553039,-4.521787576040212,-3.196898941807596,-1.3248886342326158,-8.27270489429471,-5.860882618957011,-2.411822275337699,69.01748216632241,3.6328007235453708,3.568370302777435,-15.008035603906544,25.39276110116039,-3.385836833202873,-2.435244318370777,-0.9505925148320964,73.56466666666667,83.00573120174721,64.12360213158613,-0.3545799408487826,0.1185282419136725,0.6814071298341031,-1.39416812356792,-0.6967780699273255,0,0,0,0,0,0,1,0,1,0,0,0.0,1.0,1.0,1.0,0.0
2022-12-27,69.21,70.83,68.71,70.68,457389047.0,5083451815.0,1838323792.8159404,-738928179.0,0.23883277214916251,72123784.45481914,0.1691776410203349,-0.458238558278327,-36623716.352843106,72.38855535583711,30.290697653129612,871.1703113442377,73.384375,82.63170696319351,64.1370430368065,25.20245478194371,0.3537753910660918,0.0,0.0,70.55166666666668,73.25266666666667,67.85066666666667,7.656799981101321,0.5237566333456752,0.0,0.0,65.93,83.29,74.61000000000001,23.656261976749136,0.2736175115207373,3.4991944879999997,12.200816190625757,-3.1998445112037643,-2.5881643569373747,-0.6116801542663897,71.455,73.384375,71.36745323916902,74.56729775037279,0.5445625511038427,0.982624693376942,-0.43806214227309936,-0.46464242324772154,15.948551448460057,2.605624999999989,-90.59337568022673,-54.27029777609223,-36.3230779041345,71.045,74.61000000000001,72.82750000000001,74.61000000000001,0.0,0.0,9.397898763730469,28.778779482707662,-52.348510428873624,79.89265582391897,83.91548889754577,4.0,48.0,-44.0,61.86,73.14717523953503,0.0,0.0,35.18933144322955,1.0,0.3954854537569303,0.0,-1.917317694706271,46.98438489265358,40.42553191489362,19.677174232767896,-59.57446808510638,-4.907624999999996,-7.450569595390857,-4.291216937907297,-3.4157625410275365,-0.8754543968797606,-7.622677675085305,-6.2132416301826705,-1.4094360449026349,69.08962199865786,2.807272727272747,2.768591090481465,-12.62207936704165,35.18933144322955,-3.1998445112037643,-2.5881643569373747,-0.6116801542663897,73.384375,82.63170696319351,64.1370430368065,-0.3896344431265262,0.1285490685342308,0.5304756545388902,-1.1109866884540265,-0.5995570032201396,0,0,0,0,0,0,1,0,1,1,0,1.0,1.0,1.0,0.0,1.0
2022-12-26,65.77,69.36,65.54,69.21,335124962.0,4976584253.0,2147130040.5227456,-1074053141.0,0.26731391413192596,-8555855.344441354,-2.6445060812867642,-0.4920254361896612,-43593632.795118205,71.87048844850611,30.75004708230864,853.0517437483684,73.13882352941175,82.3226068901302,63.9550401686933,25.11329255118609,0.28609994513718556,0.0,0.0,69.76433333333333,72.54933333333334,66.97933333333333,7.984022399220243,0.40047875523638443,0.0,0.0,65.54,83.29,74.415,24.26891648436495,0.20676056338028098,3.6632750391999997,12.384179788843324,-3.13492352375485,-2.6975161903008695,-0.4374073334539803,70.89,73.13882352941175,71.03553735621995,74.1704608799748,0.5704431438127088,0.9531772575250834,-0.38273411371237465,-0.49214414200898354,16.981507224373168,1.1111764705882479,-99.84349057458252,-63.26062722229704,-36.58286335228548,70.65,74.415,72.5325,74.415,0.0,0.0,8.474260455760021,32.011683252736134,-79.97250220383944,79.89265582391897,83.91548889754577,4.0,64.0,-60.0,61.86,72.13677070600012,0.0,0.0,31.767768655534056,0.8694549666916165,0.6832599380081342,0.0,-3.5008396902733994,54.01476549334412,30.330578512396606,29.00011668620886,-69.6694214876034,-4.553176470588241,-8.922226608764314,-4.226646951578057,-3.5779394231376407,-0.6487075284404162,-9.19493421257354,-6.809580146660845,-2.3853540659126944,69.10121091279532,-2.0797962648557045,-2.101728659772384,-14.439362096674502,31.767768655534056,-3.13492352375485,-2.6975161903008695,-0.4374073334539803,73.13882352941175,82.3226068901302,63.9550401686933,-0.49731372536150226,0.1409142974396089,0.32851179300515615,-1.2006736685359518,-0.4495545923099796,1,0,0,0,0,1,1,1,1,0,1,1.0,1.0,0.0,1.0,0.0
2022-12-25,65.77,66.01,65.26,65.77,178396939.0,4729339271.0,2211352938.5627413,-1252450080.0,0.26932775424692756,-95002943.17523538,-0.7630456036019756,-0.537139898363782,-52460638.57694163,71.44947388823024,31.71887875073888,810.6518304627972,72.72944444444445,82.27158366935909,63.18730521952982,26.24009930999418,0.13533101538315076,0.0,0.0,68.8,71.465,66.135,7.747093023255812,-0.06848030018761898,0.0,1.0,65.26,83.29,74.275,24.790509727834515,0.028286189683859726,3.6919475352799984,12.77475176295438,-3.322749832462918,-2.8225629187332797,-0.5001869137296384,70.18333333333334,72.72944444444445,70.22545468603226,73.54820451849518,0.5361591000401769,0.9580152671755724,-0.42185616713539553,-0.5215550023642179,17.884514699171998,2.700555555555553,-110.79469338181467,-73.09379043712796,-37.7009029446867,68.295,74.275,71.285,74.275,0.0,0.0,7.836833460088924,30.136989723740783,-107.72806165975344,79.89265582391897,83.91548889754577,4.0,68.0,-64.0,61.86,71.0812873930401,0.0,0.0,25.51543361160664,0.630905702156735,0.8334535562827838,0.6373996493492827,-7.585998858738166,47.940872178461255,4.119547657512045,24.958552694934088,-95.88045234248796,-4.342500000000015,-11.420875420875426,-4.517785110073415,-3.765908560524796,-0.7518765495486193,-13.411132157027575,-8.129890548734192,-5.281241608293383,68.60924431890477,-4.970380002889751,-5.098155354051226,-18.6920509333663,25.51543361160664,-3.322749832462918,-2.8225629187332797,-0.5001869137296384,72.72944444444445,82.27158366935909,63.18730521952982,-0.50374326619002,0.13610728979072245,0.0007717020587447338,-0.6699265932000413,-0.5478840079251888,1,0,0,0,0,0,1,0,0,1,1,1.0,0.0,1.0,0.0,1.0
2022-12-24,66.15,66.6,65.45,65.77,306694378.0,4728712641.0,2075340649.1888258,-945755702.0,0.24366084771072138,-81431094.15020175,0.14623678559898123,-0.4619625877221486,-52460638.57694163,70.82298273722797,38.17406136529783,810.6518304627972,72.36315789473684,82.15704009393937,62.569275695534316,27.068697619441128,0.16340426806064204,0.0,0.0,68.03233333333334,70.25933333333333,65.80533333333334,6.5468870194074285,-0.007932944170036156,0.0,1.0,65.26,83.29,74.275,24.91599389046476,0.028286189683859726,3.4377527817519975,13.104373426194417,-3.432041101878511,-2.944458555362326,-0.48758254651618493,69.37833333333333,72.36315789473684,69.54000011895037,72.97204122082888,0.5766239226403196,0.9388269918015559,-0.36220306916123635,-0.5502413030904987,18.7258192115714,3.2368421052631504,-120.36183817639122,-83.12067392641208,-37.241164249979136,68.075,74.275,71.17500000000001,74.275,0.0,0.0,8.83834387141076,29.44262039035567,-95.76536695048317,79.89265582391897,83.91548889754577,4.0,68.0,-64.0,61.86,70.03345566229288,0.0,0.0,25.51543361160664,0.630905702156735,0.7104221236683621,0.7423785393197601,-10.6531694928744,46.48657040410523,4.119547657512045,12.856557942473563,-95.88045234248796,-4.338789473684201,-12.806575633037266,-4.703227488857583,-3.9533723461913537,-0.7498551426662292,-14.318910855322681,-9.36769461005189,-4.951216245270791,68.21520107222524,0.0,0.0,-18.6920509333663,25.51543361160664,-3.432041101878511,-2.944458555362326,-0.48758254651618493,72.36315789473684,82.15704009393937,62.569275695534316,-0.5570512204476504,0.1364158494376131,0.06013363991399953,-0.9765252772702795,-1.08634924908055,1,0,0,0,0,1,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0
2022-12-23,65.4,66.51,64.52,66.15,368489876.0,4755510130.0,2310507554.9777713,-577265826.0,0.2600217798997571,-49794344.57445814,-0.2754214066928668,-0.4965751794098661,-50331610.86096162,70.20011331349394,38.93896883281227,810.6518304627972,72.0525,81.9751385099932,62.12986149000679,27.54280145725188,0.2025740686786326,0.0,0.0,67.559,69.775,65.34299999999999,6.560191832324364,0.18208483754512939,0.0,0.0,64.52,83.29,73.905,26.050449325144875,0.08684070324986727,3.292977503576799,13.29937281329314,-3.4482431949889616,-3.0452154832876532,-0.40302771170130836,68.59083333333332,72.0525,69.01846163911186,72.46670483410082,0.5355179704016915,0.9382663847780129,-0.4027484143763215,-0.5754348895273215,19.584341696160962,2.8075000000000045,-125.70713752532521,-92.4665181129539,-33.2406194123713,67.68,73.905,70.7925,73.905,0.0,0.0,8.474476220597406,30.154479205728475,-92.55674283188252,79.89265582391897,83.91548889754577,4.0,76.0,-72.0,61.86,69.17423364308016,0.0,0.0,27.347332982176,0.694289731808697,0.6520337120407224,0.7319697973306228,-12.667673155155212,49.670320793416785,12.423780487804947,6.887625267609676,-87.57621951219505,-4.792750000000012,-12.499999999999986,-4.758382767483466,-4.114374430449777,-0.6440083370336893,-13.674429127687917,-10.229041513579096,-3.445387614108821,68.07147142341614,0.5777710202220065,0.5761083247705301,-18.222277166522428,27.347332982176,-3.4482431949889616,-3.0452154832876532,-0.40302771170130836,72.0525,81.9751385099932,62.12986149000679,-0.40132681900998574,0.13327571111526826,0.4456808190805422,-1.1498025763778297,-0.4498596439982985,0,0,0,1,1,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0
2022-12-22,65.74,66.65,64.9,65.39,375489125.0,4700388958.0,2145292339.9777691,-952754951.0,0.26317690283130635,-83448257.49239296,0.12117528037596532,-0.5288047643572186,-54645620.46035696,69.29849328129444,29.489143857226466,810.6518304627972,71.2775,80.72809548388355,61.82690451611645,26.517752401202483,0.18851169166852128,0.0,0.0,67.16766666666666,69.24866666666667,65.08666666666667,6.196433799993041,0.07288162742271218,0.0,0.0,64.52,83.29,73.905,26.333695766546256,0.04635055940330336,3.1386797532191193,13.62469584149411,-3.482267704463112,-3.132625927522745,-0.34964177694036724,67.80166666666666,71.7352380952381,68.46023677155618,71.9425044760193,0.5197109067017086,0.974156811213316,-0.4544459045116074,-0.5982243527686566,20.442691792012557,-0.45750000000001023,-130.60790646932153,-100.78973316804783,-29.818173301273703,67.68,73.905,70.7925,73.905,0.0,0.0,8.456671067762166,29.02290487677881,-88.3085394020996,79.89265582391897,83.91548889754577,4.0,76.0,-72.0,61.86,68.24338691446412,0.0,0.0,25.971556212872954,0.6406568361630515,0.6552840900428278,0.6725799752506374,-14.821123210296838,52.25465995719851,7.47422680412375,8.005851649813579,-92.52577319587624,-5.310952380952372,-12.650280523644133,-4.840348177792256,-4.259569179918273,-0.580778997873983,-12.880808887929717,-10.75939498844922,-2.1214138994804976,67.88727790993055,-1.1489040060468692,-1.1555548987780107,-19.16182470021016,25.971556212872954,-3.482267704463112,-3.132625927522745,-0.34964177694036724,71.2775,80.72809548388355,61.82690451611645,-0.3703107081579939,0.13527464603453995,0.6460898309791526,-1.2163901666810846,-0.437293387208655,1,0,0,0,0,1,1,1,0,0,0,0.0,1.0,0.0,0.0,0.0
